gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	seqnames	start	end	width	strand	gene_name	gene_biotype	seq_coord_system	description	canonical_transcript	symbol	entrezid
ENSMUSG00000040473	111.47306593941182	0.002072108498889411	0.039855513594374586	1.1642989390272392e-4	0.2906948987612461	5	5629278	5714239	84962	-	Cfap69	protein_coding	chromosome	cilia and flagella associated protein 69 [Source:MGI Symbol;Acc:MGI:2443778]	ENSMUST00000054865	Cfap69	207686
ENSMUSG00000027347	175.8569752301893	0.003046808910814817	0.05609615849104932	1.1754015999179493e-4	0.2906948987612461	2	117110474	117173482	63009	-	Rasgrp1	protein_coding	chromosome	RAS guanyl releasing protein 1 [Source:MGI Symbol;Acc:MGI:1314635]	ENSMUST00000102534	Rasgrp1	19419
ENSMUSG00000092528	70.75704479602388	0.0015989834458620498	0.03241045848814172	1.355809938141246e-4	0.30347608466904724	11	71133256	71176058	42803	-	Nlrp1c-ps	transcribed_unprocessed_pseudogene	chromosome	NLR family, pyrin domain containing 1C, pseudogene [Source:MGI Symbol;Acc:MGI:3582962]	ENSMUST00000171546	Nlrp1c-ps	"NA"
ENSMUSG00000049103	431.87848119103893	0.0028065102934660474	0.05493292305928253	1.4158630431512886e-4	0.30347608466904724	9	123901987	123913594	11608	+	Ccr2	protein_coding	chromosome	chemokine (C-C motif) receptor 2 [Source:MGI Symbol;Acc:MGI:106185]	ENSMUST00000168841	Ccr2	12772
ENSMUSG00000079419	303.6875308161539	0.002124664625128801	0.045314214351043644	1.6901132398555217e-4	0.3137188191253948	19	11446730	11459556	12827	+	Ms4a6c	protein_coding	chromosome	membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]	ENSMUST00000165310	Ms4a6c	73656
ENSMUSG00000020310	89.97886237395298	0.0023662626753222283	0.050299291819081673	1.759082621527337e-4	0.3137188191253948	10	79500393	79504371	3979	+	Madcam1	protein_coding	chromosome	mucosal vascular addressin cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:103579]	ENSMUST00000020554	Madcam1	17123
ENSMUSG00000041293	646.5507374355884	0.001902096658944994	0.04180046453159804	1.8050022698555676e-4	0.3137188191253948	17	43581220	43635628	54409	+	Adgrf1	protein_coding	chromosome	adhesion G protein-coupled receptor F1 [Source:MGI Symbol;Acc:MGI:1924846]	ENSMUST00000047399	Adgrf1	77596
ENSMUSG00000036853	9.143481771857962	-0.013068673783537176	0.1948722560645045	1.8539571283575942e-4	0.3137188191253948	3	145823205	145847561	24357	+	Mcoln3	protein_coding	chromosome	mucolipin 3 [Source:MGI Symbol;Acc:MGI:1890500]	ENSMUST00000039450	Mcoln3	171166
ENSMUSG00000025128	23.892482315731623	0.003133929935250935	0.06652297691044626	2.1130372667113706e-4	0.33968130581018635	3	18108338	18111681	3344	+	Bhlhe22	protein_coding	chromosome	basic helix-loop-helix family, member e22 [Source:MGI Symbol;Acc:MGI:1930001]	ENSMUST00000026120	Bhlhe22	59058
ENSMUSG00000052821	135.00723324055434	0.0011331610717987472	0.02732470595671712	2.4184062180400762e-4	0.35655136983640867	X	105617952	105647285	29334	-	Cysltr1	protein_coding	chromosome	cysteinyl leukotriene receptor 1 [Source:MGI Symbol;Acc:MGI:1926218]	ENSMUST00000113480	Cysltr1	58861
ENSMUSG00000083596	5.398762767987018	0.01068601242742799	0.17803777206094398	2.4397779653513078e-4	0.35655136983640867	X	149998163	149998645	483	-	Rpl21-ps15	processed_pseudogene	chromosome	ribosomal protein L21, pseudogene 15 [Source:MGI Symbol;Acc:MGI:3705426]	ENSMUST00000121545	Rpl21-ps15	"NA"
ENSMUSG00000060063	112.36686991498674	0.0014286427564937786	0.03577297578221723	2.6387395285091495e-4	0.3688613677439029	5	149201577	149224963	23387	+	Alox5ap	protein_coding	chromosome	arachidonate 5-lipoxygenase activating protein [Source:MGI Symbol;Acc:MGI:107505]	ENSMUST00000071130	Alox5ap	11690
ENSMUSG00000033825	157.1473081670709	0.00411507922839484	0.08860818495853358	2.838412430281392e-4	0.38024082519157093	17	25585279	25588072	2794	+	Tpsb2	protein_coding	chromosome	tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942]	ENSMUST00000234477	Tpsb2	17229
ENSMUSG00000048521	53.64875732643276	0.0015559544291031207	0.040150265973938525	2.98220911567891e-4	0.382101397122919	9	123635540	123640825	5286	+	Cxcr6	protein_coding	chromosome	chemokine (C-X-C motif) receptor 6 [Source:MGI Symbol;Acc:MGI:1934582]	ENSMUST00000216072	Cxcr6	80901
ENSMUSG00000086074	7.080276697750419	0.006743655427116052	0.1323012183456814	3.089992947403158e-4	0.382101397122919	4	88640994	88675816	34823	-	Gm13274	lncRNA	chromosome	predicted gene 13274 [Source:MGI Symbol;Acc:MGI:3649443]	ENSMUST00000233708	Gm13274	"NA"
ENSMUSG00000060216	435.63457679263934	6.408690987141179e-4	0.014337262763305056	4.056778985737285e-4	0.4799530766532308	11	70323461	70331654	8194	+	Arrb2	protein_coding	chromosome	arrestin, beta 2 [Source:MGI Symbol;Acc:MGI:99474]	ENSMUST00000108568	Arrb2	216869
ENSMUSG00000060550	1545.6967900287425	0.002993570103593332	0.07558259795333355	4.179865679540438e-4	0.4799530766532308	17	35658131	35662749	4619	+	H2-Q7	protein_coding	chromosome	histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]	ENSMUST00000071951	H2-Q7	c(15018, 110558)
ENSMUSG00000073409	1059.9389693152302	0.001954633927349814	0.05649364553231158	5.183423310620966e-4	0.574662906413016	17	35643826	35649031	5206	+	H2-Q6	protein_coding	chromosome	histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]	ENSMUST00000174699	H2-Q6	110557
ENSMUSG00000069303	319.6794953091214	0.003340427897241902	0.08832357588962879	5.630404198179648e-4	0.5988489327803416	13	22017913	22021700	3788	+	H2bc24	protein_coding	chromosome	H2B clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710645]	ENSMUST00000180288	H2bc24	665622
ENSMUSG00000028488	259.12525465580393	-5.563738712785803e-4	0.013865602215694283	5.803874855628077e-4	0.5988489327803416	4	85123363	85557432	434070	+	Sh3gl2	protein_coding	chromosome	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	ENSMUST00000107188	Sh3gl2	20404
ENSMUSG00000071713	832.5881408401481	6.077768959322447e-4	0.01782188473148487	6.113371500262529e-4	0.5988489327803416	15	78209952	78238047	28096	+	Csf2rb	protein_coding	chromosome	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339759]	ENSMUST00000230264	Csf2rb	12983
ENSMUSG00000074634	245.01491573731042	5.336984883232181e-4	0.013735442531188127	6.448476644333901e-4	0.5988489327803416	13	119624575	120072595	448021	+	Tmem267	protein_coding	chromosome	transmembrane protein 267 [Source:MGI Symbol;Acc:MGI:3648543]	ENSMUST00000223912	Tmem267	633640
ENSMUSG00000026688	6284.008542990057	-5.570577207901013e-4	0.0074034921405135195	6.56167641108022e-4	0.5988489327803416	1	167199535	167221410	21876	-	Mgst3	protein_coding	chromosome	microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]	ENSMUST00000028005	Mgst3	66447
ENSMUSG00000040950	170.93692385695815	6.672212447981299e-4	0.021362144192959627	6.563651148708632e-4	0.5988489327803416	11	70021155	70028376	7222	+	Mgl2	protein_coding	chromosome	macrophage galactose N-acetyl-galactosamine specific lectin 2 [Source:MGI Symbol;Acc:MGI:2385729]	ENSMUST00000165951	Mgl2	216864
ENSMUSG00000083716	33.20494783439684	-6.511708774685989e-4	0.02086387131365705	6.705409343439487e-4	0.5988489327803416	2	36697838	36698404	567	-	Gm13436	processed_pseudogene	chromosome	predicted gene 13436 [Source:MGI Symbol;Acc:MGI:3651005]	ENSMUST00000120418	Gm13436	"NA"
ENSMUSG00000027881	2397.41549800434	7.545622434547115e-4	0.005030660686859994	7.032442761377591e-4	0.6110812627595972	3	108810121	108819043	8923	-	Prpf38b	protein_coding	chromosome	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171]	ENSMUST00000029480	Prpf38b	66921
ENSMUSG00000003617	1255.0029349468211	7.982220924131796e-4	0.02827263292117925	7.856941393267947e-4	0.65612817027018	3	20011218	20063309	52092	+	Cp	protein_coding	chromosome	ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476]	ENSMUST00000108329	Cp	12870
ENSMUSG00000050345	4.046963706115154	-0.006799412041864337	0.1648394214437829	7.959005517880321e-4	0.65612817027018	13	60990426	61012289	21864	-	4930486L24Rik	protein_coding	chromosome	RIKEN cDNA 4930486L24 gene [Source:MGI Symbol;Acc:MGI:1922258]	ENSMUST00000091569	4930486L24Rik	214639
ENSMUSG00000072723	52.76281153402332	-4.6550085145856824e-4	0.01209393597083588	8.604947505804145e-4	0.6792087363150107	14	14678121	14724981	46861	+	Gm10044	transcribed_unprocessed_pseudogene	chromosome	predicted gene 10044 [Source:MGI Symbol;Acc:MGI:3641749]	ENSMUST00000166813	Gm10044	"NA"
ENSMUSG00000024679	289.0452964742148	7.019864583360385e-4	0.025557769754901285	8.759437577655828e-4	0.6792087363150107	19	11563968	11582213	18246	-	Ms4a6d	protein_coding	chromosome	membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]	ENSMUST00000025582	Ms4a6d	68774
ENSMUSG00000021033	872.6043835016652	-6.219616418210417e-4	0.005345532397410106	9.145029460434821e-4	0.6792087363150107	12	87193939	87211497	17559	+	Gstz1	protein_coding	chromosome	glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]	ENSMUST00000063117	Gstz1	14874
ENSMUSG00000002699	229.77879281199228	4.72140387077762e-4	0.014208987648474157	9.256854064393481e-4	0.6792087363150107	11	33996920	34042295	45376	+	Lcp2	protein_coding	chromosome	lymphocyte cytosolic protein 2 [Source:MGI Symbol;Acc:MGI:1321402]	ENSMUST00000052413	Lcp2	16822
ENSMUSG00000066235	296.83411324166815	-0.00045898518848134097	0.008072892416664852	9.653820072953415e-4	0.6792087363150107	9	121810672	121826176	15505	-	Pomgnt2	protein_coding	chromosome	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:2143424]	ENSMUST00000216669	Pomgnt2	215494
ENSMUSG00000005057	77.82418398594922	4.729898314876831e-4	0.015434790890847372	0.0010089962708523697	0.6792087363150107	5	136247001	136275410	28410	-	Sh2b2	protein_coding	chromosome	SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171]	ENSMUST00000005188	Sh2b2	23921
ENSMUSG00000007783	221.81420297016052	4.396899130123123e-4	0.008339168660287036	0.001046303739630551	0.6792087363150107	7	44608796	44624275	15480	-	Cpt1c	protein_coding	chromosome	carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]	ENSMUST00000063761	Cpt1c	78070
ENSMUSG00000023132	10.968611755243442	0.0015019315731991249	0.0543041166529709	0.001060492399214268	0.6792087363150107	13	113230359	113237515	7157	-	Gzma	protein_coding	chromosome	granzyme A [Source:MGI Symbol;Acc:MGI:109266]	ENSMUST00000023897	Gzma	14938
ENSMUSG00000074195	14505.091873781052	0.0014418951264256908	0.052571430308917214	0.0010653084161840983	0.6792087363150107	3	144616682	144638290	21609	-	Clca4b	protein_coding	chromosome	chloride channel accessory 4B [Source:MGI Symbol;Acc:MGI:2139790]	ENSMUST00000098549	Clca4b	99709
ENSMUSG00000067722	769.6043187084024	-6.533459334736631e-4	0.004912750643054369	0.0010727229130130561	0.6792087363150107	17	25403528	25406636	3109	+	BC003965	protein_coding	chromosome	cDNA sequence BC003965 [Source:MGI Symbol;Acc:MGI:2670966]	ENSMUST00000088307	BC003965	214489
ENSMUSG00000033107	297.5686210343697	4.3042971139685627e-4	0.00847011668627471	0.001090891891144837	0.6792087363150107	18	21077682	21116919	39238	+	Rnf125	protein_coding	chromosome	ring finger protein 125 [Source:MGI Symbol;Acc:MGI:1914914]	ENSMUST00000234316	Rnf125	"NA"
ENSMUSG00000038717	4136.911414353448	-8.889979420824987e-4	0.0043141885644217386	0.001111699417712009	0.6792087363150107	9	44823855	44832040	8186	-	Atp5l	protein_coding	chromosome	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G [Source:MGI Symbol;Acc:MGI:1351597]	ENSMUST00000043675	Atp5l	27425
ENSMUSG00000025804	346.0688854111355	4.65413757991801e-4	0.016089799904856456	0.0011151373034792007	0.6792087363150107	9	123762161	123768729	6569	-	Ccr1	protein_coding	chromosome	chemokine (C-C motif) receptor 1 [Source:MGI Symbol;Acc:MGI:104618]	ENSMUST00000026911	Ccr1	12768
ENSMUSG00000024521	990.3941545735862	4.381107446854098e-4	0.01401962463837354	0.0011196560923360259	0.6792087363150107	18	66591604	66598636	7033	+	Pmaip1	protein_coding	chromosome	phorbol-12-myristate-13-acetate-induced protein 1 [Source:MGI Symbol;Acc:MGI:1930146]	ENSMUST00000025399	Pmaip1	58801
ENSMUSG00000020083	362.34803476274055	-4.493275953616189e-4	0.007153308836245882	0.0011441053337563334	0.6798252596040671	10	61943434	61979699	36266	-	Fam241b	protein_coding	chromosome	family with sequence similarity 241, member B [Source:MGI Symbol;Acc:MGI:1917144]	ENSMUST00000141724	Fam241b	69894
ENSMUSG00000059498	583.3295577364393	4.4898253447788215e-4	0.015406752275054406	0.001162961938298146	0.6798252596040671	1	170878743	170892504	13762	-	Fcgr3	protein_coding	chromosome	Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]	ENSMUST00000164044	Fcgr3	14131
ENSMUSG00000095028	33.560874254860366	0.001151250379816652	0.04581347074794726	0.0013015993502426414	0.7425777524180053	3	15560811	15640125	79315	-	Sirpb1b	protein_coding	chromosome	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]	ENSMUST00000192382	Sirpb1b	668101
ENSMUSG00000074361	70.7691056350014	3.905937306744052e-4	0.009425380139937456	0.0013210138250133053	0.7425777524180053	7	15968510	15978079	9570	-	C5ar2	protein_coding	chromosome	complement component 5a receptor 2 [Source:MGI Symbol;Acc:MGI:2442013]	ENSMUST00000238893	C5ar2	319430
ENSMUSG00000092008	26.147483741995845	-0.001779803500201158	0.06639592301838534	0.0013858547774540351	0.7425777524180053	19	39831258	39875243	43986	-	Cyp2c69	protein_coding	chromosome	cytochrome P450, family 2, subfamily c, polypeptide 69 [Source:MGI Symbol;Acc:MGI:3721049]	ENSMUST00000168838	Cyp2c69	100043108
ENSMUSG00000027360	143.50361409718386	6.195182494532897e-4	0.02628258113240954	0.0013938003459659709	0.7425777524180053	2	126435587	126461219	25633	-	Hdc	protein_coding	chromosome	histidine decarboxylase [Source:MGI Symbol;Acc:MGI:96062]	ENSMUST00000028838	Hdc	15186
ENSMUSG00000046804	4498.135651652988	-3.9959512191500103e-4	0.007751282315896752	0.0013945941939294756	0.7425777524180053	2	118603250	118608646	5397	+	Phgr1	protein_coding	chromosome	proline/histidine/glycine-rich 1 [Source:MGI Symbol;Acc:MGI:1858382]	ENSMUST00000130293	Phgr1	53906
ENSMUSG00000097615	13.719195559058116	-0.004140438355642859	0.12840736803019462	0.0014135093527097198	0.7425777524180053	1	185179313	185187765	8453	-	Gm2061	lncRNA	chromosome	predicted gene 2061 [Source:MGI Symbol;Acc:MGI:3780228]	ENSMUST00000180623	Gm2061	100039138
ENSMUSG00000041112	999.6838107611673	5.718696122447697e-4	0.0049331594927186345	0.0014325951649567705	0.7425777524180053	13	20274766	20792523	517758	+	Elmo1	protein_coding	chromosome	engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044]	ENSMUST00000072519	Elmo1	140580
ENSMUSG00000103711	1328.894131576119	-3.9828624310440843e-4	0.007170181364918813	0.0015177779877219063	0.7425777524180053	1	171246440	171247920	1481	+	Tstd1	protein_coding	chromosome	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3648482]	ENSMUST00000171362	Tstd1	226654
ENSMUSG00000021090	5.744946051999927	-0.0013920518172377213	0.05599030328110084	0.001551289473057242	0.7425777524180053	12	72488640	72577524	88885	+	Lrrc9	protein_coding	chromosome	leucine rich repeat containing 9 [Source:MGI Symbol;Acc:MGI:1925507]	ENSMUST00000162159	Lrrc9	78257
ENSMUSG00000102151	329.9519257263243	3.838682516241651e-4	0.0075694142881068925	0.0015674108903772049	0.7425777524180053	14	61914892	61918943	4052	-	Gm37472	TEC	chromosome	predicted gene, 37472 [Source:MGI Symbol;Acc:MGI:5610700]	ENSMUST00000192342	Gm37472	"NA"
ENSMUSG00000030786	618.4699299949039	3.936895588875105e-4	0.014634302819446544	0.0015680422073514218	0.7425777524180053	7	127661812	127717663	55852	+	Itgam	protein_coding	chromosome	integrin alpha M [Source:MGI Symbol;Acc:MGI:96607]	ENSMUST00000120355	Itgam	16409
ENSMUSG00000096215	409.61098717126947	-5.018294943285342e-4	0.005244882761583276	0.0015803175169623808	0.7425777524180053	16	4825152	4826173	1022	+	Smim22	protein_coding	chromosome	small integral membrane protein 22 [Source:MGI Symbol;Acc:MGI:3643379]	ENSMUST00000178155	Smim22	432995
ENSMUSG00000017316	188.12730570517715	-6.02407187175247e-4	0.02675219207962144	0.001601985535800063	0.7425777524180053	11	101990756	101992145	1390	-	Ppy	protein_coding	chromosome	pancreatic polypeptide [Source:MGI Symbol;Acc:MGI:97753]	ENSMUST00000017460	Ppy	19064
ENSMUSG00000051669	32.722467395666236	3.990006459206134e-4	0.015381521883602967	0.0016091476575819195	0.7425777524180053	16	5029687	5040163	10477	-	AU021092	protein_coding	chromosome	expressed sequence AU021092 [Source:MGI Symbol;Acc:MGI:2146559]	ENSMUST00000050160	AU021092	239691
ENSMUSG00000000706	87.94854105521188	-7.09390753687543e-4	0.03166464016696941	0.0016327547425090672	0.7425777524180053	13	23641162	23650071	8910	-	Btn1a1	protein_coding	chromosome	butyrophilin, subfamily 1, member A1 [Source:MGI Symbol;Acc:MGI:103118]	ENSMUST00000041674	Btn1a1	12231
ENSMUSG00000026357	20.326493531697462	6.921215474527553e-4	0.03125589280278896	0.0016913230119101313	0.7425777524180053	1	144628421	144651173	22753	-	Rgs18	protein_coding	chromosome	regulator of G-protein signaling 18 [Source:MGI Symbol;Acc:MGI:1927498]	ENSMUST00000027603	Rgs18	64214
ENSMUSG00000063412	56.94527579238368	4.1641644750659186e-4	0.017305837751266994	0.0017118966370224193	0.7425777524180053	8	34578156	34578891	736	-	Gm10131	protein_coding	chromosome	predicted pseudogene 10131 [Source:MGI Symbol;Acc:MGI:3704308]	ENSMUST00000080152	Gm10131	"NA"
ENSMUSG00000039760	52.51238497167047	-0.001106779708684988	0.04758091416397247	0.001723675678778544	0.7425777524180053	10	19497746	19510429	12684	+	Il22ra2	protein_coding	chromosome	interleukin 22 receptor, alpha 2 [Source:MGI Symbol;Acc:MGI:2665114]	ENSMUST00000036564	Il22ra2	237310
ENSMUSG00000015806	1190.8373479458944	-7.019589869275064e-4	0.004365521542051054	0.0017246300072914786	0.7425777524180053	5	45591363	45607578	16216	-	Qdpr	protein_coding	chromosome	quinoid dihydropteridine reductase [Source:MGI Symbol;Acc:MGI:97836]	ENSMUST00000015950	Qdpr	110391
ENSMUSG00000093838	9.001394808103104	0.0027100880336699464	0.09707892036816868	0.0017332579155649771	0.7425777524180053	12	113928008	113928438	431	-	Ighv3-1	IG_V_gene	chromosome	immunoglobulin heavy variable 3-1 [Source:MGI Symbol;Acc:MGI:4439534]	ENSMUST00000103478	Ighv3-1	"NA"
ENSMUSG00000031981	687.8830342663424	-3.51689841300607e-4	0.011912474990792841	0.0017775591076088354	0.7425777524180053	8	125302850	125345470	42621	+	Capn9	protein_coding	chromosome	calpain 9 [Source:MGI Symbol;Acc:MGI:1920897]	ENSMUST00000093033	Capn9	73647
ENSMUSG00000001930	1690.879107976438	3.4941049806132317e-4	0.008644181671230669	0.0017914352359472197	0.7425777524180053	6	125523737	125663642	139906	+	Vwf	protein_coding	chromosome	Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]	ENSMUST00000112254	Vwf	22371
ENSMUSG00000020321	6606.663677159253	-8.29021113850083e-4	0.004190135735712529	0.0018180457490119058	0.7425777524180053	11	21506692	21522367	15676	-	Mdh1	protein_coding	chromosome	malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]	ENSMUST00000238916	Mdh1	17449
ENSMUSG00000052384	360.9942101023432	3.4398865293791477e-4	0.008548663890754824	0.0018704325925052374	0.7425777524180053	16	31961603	31984412	22810	-	Nrros	protein_coding	chromosome	negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095]	ENSMUST00000115163	Nrros	224109
ENSMUSG00000041831	33.34576123110096	3.486705755161086e-4	0.012519307955297225	0.0018753122638160307	0.7425777524180053	17	6926492	7005443	78952	+	Sytl3	protein_coding	chromosome	synaptotagmin-like 3 [Source:MGI Symbol;Acc:MGI:1933367]	ENSMUST00000097430	Sytl3	83672
ENSMUSG00000025044	466.3180388799103	3.5405526089796364e-4	0.013253535117402808	0.0018850355555276644	0.7425777524180053	8	40034726	40095714	60989	-	Msr1	protein_coding	chromosome	macrophage scavenger receptor 1 [Source:MGI Symbol;Acc:MGI:98257]	ENSMUST00000026021	Msr1	20288
ENSMUSG00000031722	136.68603557968342	8.679115485287164e-4	0.03980290400976579	0.001925184760962622	0.7425777524180053	8	110301760	110305804	4045	-	Hp	protein_coding	chromosome	haptoglobin [Source:MGI Symbol;Acc:MGI:96211]	ENSMUST00000074898	Hp	15439
ENSMUSG00000020741	4306.329109268443	-0.00051131840636832405	0.004859886493996573	0.0019508334799717797	0.7425777524180053	11	74540321	74561673	21353	+	Cluh	protein_coding	chromosome	clustered mitochondria (cluA/CLU1) homolog [Source:MGI Symbol;Acc:MGI:1921398]	ENSMUST00000092915	Cluh	74148
ENSMUSG00000047810	445.5658363816219	3.311188437748069e-4	0.011531481932731697	0.0020441258563410275	0.7425777524180053	19	6821991	6835579	13589	-	Ccdc88b	protein_coding	chromosome	coiled-coil domain containing 88B [Source:MGI Symbol;Acc:MGI:1925567]	ENSMUST00000113440	Ccdc88b	78317
ENSMUSG00000040253	1477.0077052125228	3.570908919220115e-4	0.014705276060878725	0.0020602968122256965	0.7425777524180053	3	142236103	142255910	19808	+	Gbp7	protein_coding	chromosome	guanylate binding protein 7 [Source:MGI Symbol;Acc:MGI:2444421]	ENSMUST00000045097	Gbp7	229900
ENSMUSG00000026009	88.27971382217878	4.590938532876115e-4	0.021760084634647767	0.002090530945967114	0.7425777524180053	1	61017086	61039479	22394	+	Icos	protein_coding	chromosome	inducible T cell co-stimulator [Source:MGI Symbol;Acc:MGI:1858745]	ENSMUST00000027162	Icos	54167
ENSMUSG00000009687	476.50574587496885	3.245876082555451e-4	0.010719188012445868	0.0020961383745727495	0.7425777524180053	7	30732147	30741906	9760	-	Fxyd5	protein_coding	chromosome	FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]	ENSMUST00000162733	Fxyd5	18301
ENSMUSG00000032478	261.1499138825861	-4.033549328776062e-4	0.005702650476912687	0.0021086085373376116	0.7425777524180053	9	109661817	109672184	10368	+	Nme6	protein_coding	chromosome	NME/NM23 nucleoside diphosphate kinase 6 [Source:MGI Symbol;Acc:MGI:1861676]	ENSMUST00000035053	Nme6	54369
ENSMUSG00000015134	2409.978040824911	3.4142108378349035e-4	0.013494841567701001	0.002112979191271022	0.7425777524180053	7	66040638	66077265	36628	-	Aldh1a3	protein_coding	chromosome	aldehyde dehydrogenase family 1, subfamily A3 [Source:MGI Symbol;Acc:MGI:1861722]	ENSMUST00000015278	Aldh1a3	56847
ENSMUSG00000040430	867.3837951795363	3.502817678577527e-4	0.006936058988684107	0.0021282257457007807	0.7425777524180053	11	107098718	107361525	262808	-	Pitpnc1	protein_coding	chromosome	phosphatidylinositol transfer protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1919045]	ENSMUST00000040380	Pitpnc1	71795
