gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	seqnames	start	end	width	strand	gene_name	gene_biotype	seq_coord_system	description	canonical_transcript	symbol	entrezid
ENSMUSG00000021670	11323.465006770895	0.36767677693543066	0.10483448061420589	9.936657053475845e-7	9.319015370309794e-4	13	96785475	96807444	21970	-	Hmgcr	protein_coding	chromosome	3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]	ENSMUST00000022176	Hmgcr	15357
ENSMUSG00000042408	766.8578152737444	-0.479440347804164	0.14181739041502595	1.0968050767351024e-6	9.771984831171395e-4	4	126971176	127018165	46990	+	Zmym6	protein_coding	chromosome	zinc finger, MYM-type 6 [Source:MGI Symbol;Acc:MGI:106505]	ENSMUST00000046751	Zmym6	100177
ENSMUSG00000022437	3258.7158833603144	0.21420828465807304	0.05358468151187902	1.2503965546652191e-6	0.0010609912479799782	15	84076442	84101468	25027	+	Samm50	protein_coding	chromosome	SAMM50 sorting and assembly machinery component [Source:MGI Symbol;Acc:MGI:1915903]	ENSMUST00000023071	Samm50	68653
ENSMUSG00000076589	58.43828774779337	7.88013698721599	3.6717603357415745	1.7596416180865746e-6	0.0014252297269402125	6	70332836	70333429	594	+	Igkv8-18	IG_V_gene	chromosome	immunoglobulin kappa variable 8-18 [Source:MGI Symbol;Acc:MGI:1330845]	ENSMUST00000103390	Igkv8-18	"NA"
ENSMUSG00000030722	272.18448419142015	0.4397417847998427	0.13647923469474152	2.1002763789912637e-6	0.0016271662955324056	7	125982026	125995909	13884	-	Nfatc2ip	protein_coding	chromosome	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein [Source:MGI Symbol;Acc:MGI:1329015]	ENSMUST00000075671	Nfatc2ip	18020
ENSMUSG00000037526	581.6289059483611	-0.3711390524144975	0.11396340665515399	2.415851944837166e-6	0.0017936694085438944	14	47778350	47808106	29757	-	Atg14	protein_coding	chromosome	autophagy related 14 [Source:MGI Symbol;Acc:MGI:1261775]	ENSMUST00000226299	Atg14	100504663
ENSMUSG00000022564	1741.0169910681195	-0.3192557319169553	0.09788770025693239	3.04457750270413e-6	0.002093087677556333	15	76130964	76134104	3141	+	Grina	protein_coding	chromosome	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:MGI Symbol;Acc:MGI:1913418]	ENSMUST00000023225	Grina	66168
ENSMUSG00000019577	329.6494502908811	-0.6642428824189625	0.34063752090923644	3.054059128821183e-6	0.002093087677556333	6	5483351	5496309	12959	-	Pdk4	protein_coding	chromosome	pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]	ENSMUST00000019721	Pdk4	27273
ENSMUSG00000046229	521.8876201460502	0.37552096076085323	0.11858768845604693	3.2299641131329043e-6	0.0021316566863672304	2	156153766	156154667	902	-	Scand1	protein_coding	chromosome	SCAN domain-containing 1 [Source:MGI Symbol;Acc:MGI:1343132]	ENSMUST00000079125	Scand1	19018
ENSMUSG00000025395	677.197303391311	0.39468446321930956	0.12656494667225557	3.496519162036685e-6	0.0022251598195832745	10	127851037	127865906	14870	+	Prim1	protein_coding	chromosome	DNA primase, p49 subunit [Source:MGI Symbol;Acc:MGI:97757]	ENSMUST00000178041	Prim1	19075
ENSMUSG00000007783	217.1453205042809	-0.4931790948577276	0.16873739435424068	3.6668805755826654e-6	0.0022531084474588796	7	44608796	44624275	15480	-	Cpt1c	protein_coding	chromosome	carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]	ENSMUST00000063761	Cpt1c	78070
ENSMUSG00000029769	447.34902071736747	-0.5851245008952217	0.22625491605524872	3.81677400727472e-6	0.002267036534520941	6	29396308	29426987	30680	+	Ccdc136	protein_coding	chromosome	coiled-coil domain containing 136 [Source:MGI Symbol;Acc:MGI:1918128]	ENSMUST00000096084	Ccdc136	232664
ENSMUSG00000109179	78.13601981125431	-0.5857314067090695	0.2328154557484497	4.282843371713206e-6	0.0024618060013083098	15	76238632	76249401	10770	+	Gm35339	protein_coding	chromosome	predicted gene, 35339 [Source:MGI Symbol;Acc:MGI:5594498]	ENSMUST00000208833	Gm35339	102638882
ENSMUSG00000045294	5271.021429379047	0.4344951816880876	0.1500339639325271	5.590730418401905e-6	0.003113163291421986	5	28276361	28283660	7300	+	Insig1	protein_coding	chromosome	insulin induced gene 1 [Source:MGI Symbol;Acc:MGI:1916289]	ENSMUST00000059155	Insig1	231070
ENSMUSG00000071076	6927.0899597406005	0.32403187880323964	0.10560020118819582	5.955268606518115e-6	0.003155128657927509	8	71151599	71153265	1667	+	Jund	protein_coding	chromosome	jun D proto-oncogene [Source:MGI Symbol;Acc:MGI:96648]	ENSMUST00000095267	Jund	16478
ENSMUSG00000030772	3836.9859373389713	-0.35674623945279654	0.11865115395336212	6.020224163507228e-6	0.003155128657927509	7	111715224	111758264	43041	-	Dkk3	protein_coding	chromosome	dickkopf WNT signaling pathway inhibitor 3 [Source:MGI Symbol;Acc:MGI:1354952]	ENSMUST00000033036	Dkk3	50781
ENSMUSG00000048373	1116.0202886853365	0.517801536037295	0.2038052277159962	7.391805168426443e-6	0.003763273608462594	5	44136200	44139121	2922	-	Fgfbp1	protein_coding	chromosome	fibroblast growth factor binding protein 1 [Source:MGI Symbol;Acc:MGI:1096350]	ENSMUST00000199481	Fgfbp1	14181
ENSMUSG00000021115	960.7206053816617	0.3282419423111159	0.11008571011934028	7.825657861855491e-6	0.0038734832622334165	12	105976487	106043685	67199	+	Vrk1	protein_coding	chromosome	vaccinia related kinase 1 [Source:MGI Symbol;Acc:MGI:1261847]	ENSMUST00000220629	Vrk1	22367
ENSMUSG00000036834	2466.0593178216627	0.3263630522812066	0.10961945718927775	8.05723194801302e-6	0.0038803193535579456	3	63603655	63806893	203239	-	Plch1	protein_coding	chromosome	phospholipase C, eta 1 [Source:MGI Symbol;Acc:MGI:2683547]	ENSMUST00000084105	Plch1	269437
ENSMUSG00000000686	113.38375644250846	-0.5386805022660704	0.22746749900867733	8.46118857472481e-6	0.003933092049382521	11	77405947	77429433	23487	+	Abhd15	protein_coding	chromosome	abhydrolase domain containing 15 [Source:MGI Symbol;Acc:MGI:1914727]	ENSMUST00000094004	Abhd15	67477
ENSMUSG00000037235	3923.0658389829227	-0.2598134229461923	0.081771404655005	8.78962038633198e-6	0.003933092049382521	5	34331227	34345064	13838	-	Mxd4	protein_coding	chromosome	Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]	ENSMUST00000042701	Mxd4	17122
ENSMUSG00000078087	44.33344887941701	-5.047800028617252	4.583893638880583	8.828984902368304e-6	0.003933092049382521	7	55663764	55664162	399	+	Rps12l1	processed_pseudogene	chromosome	ribosomal protein S12-like 1 [Source:MGI Symbol;Acc:MGI:3783241]	ENSMUST00000183090	Rps12l1	"NA"
ENSMUSG00000026779	1099.0899577721773	0.35764757570158723	0.12497291096828692	9.588127208698848e-6	0.004167093627604994	2	23005618	23046036	40419	-	Mastl	protein_coding	chromosome	microtubule associated serine/threonine kinase-like [Source:MGI Symbol;Acc:MGI:1914371]	ENSMUST00000028119	Mastl	67121
ENSMUSG00000033272	1789.4084910637414	0.29860049916587683	0.10035728385544924	1.0400142294115239e-5	0.004330543348326396	18	36812268	36816914	4647	+	Slc35a4	protein_coding	chromosome	solute carrier family 35, member A4 [Source:MGI Symbol;Acc:MGI:1915093]	ENSMUST00000186538	Slc35a4	67843
ENSMUSG00000038456	497.3587236734224	-0.5031556639768875	0.2072545716560874	1.045027015983136e-5	0.004330543348326396	6	39439312	39534801	95490	-	Dennd2a	protein_coding	chromosome	DENN/MADD domain containing 2A [Source:MGI Symbol;Acc:MGI:2444961]	ENSMUST00000036877	Dennd2a	209773
ENSMUSG00000028560	2624.096838473918	0.31369530820626146	0.10825076666454705	1.1744662392015443e-5	0.004756321344620981	4	98812047	98823780	11734	+	Usp1	protein_coding	chromosome	ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]	ENSMUST00000030289	Usp1	230484
ENSMUSG00000047854	75.39262701149022	0.5069330540761399	0.22256019681224645	1.323633436722364e-5	0.005124174115252449	16	62635039	62644709	9671	+	Stx19	protein_coding	chromosome	syntaxin 19 [Source:MGI Symbol;Acc:MGI:1915409]	ENSMUST00000055557	Stx19	68159
ENSMUSG00000027367	3697.764118963103	0.24140482771358485	0.07612162351310586	1.349377728392231e-5	0.005124174115252449	2	127112138	127140852	28715	+	Stard7	protein_coding	chromosome	START domain containing 7 [Source:MGI Symbol;Acc:MGI:2139090]	ENSMUST00000125049	Stard7	99138
ENSMUSG00000037010	113.97083182868583	0.47610197899000023	0.19723889165567374	1.3515695797568049e-5	0.005124174115252449	X	47114023	47123730	9708	-	Apln	protein_coding	chromosome	apelin [Source:MGI Symbol;Acc:MGI:1353624]	ENSMUST00000039026	Apln	30878
ENSMUSG00000032487	1246.8061983905304	0.4898846720594584	0.3977665260093815	1.5464407508631484e-5	0.005626186602301849	1	149975782	149983978	8197	+	Ptgs2	protein_coding	chromosome	prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]	ENSMUST00000035065	Ptgs2	19225
ENSMUSG00000093930	14670.238375672074	0.3486524981577459	0.12800735707196698	1.5702012964512998e-5	0.005626186602301849	13	120151915	120169796	17882	+	Hmgcs1	protein_coding	chromosome	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 [Source:MGI Symbol;Acc:MGI:107592]	ENSMUST00000224188	Hmgcs1	208715
ENSMUSG00000006344	501.25297975658833	-0.5261412287909167	0.2660859403424529	1.5787043611599554e-5	0.005626186602301849	10	75425174	75453034	27861	+	Ggt5	protein_coding	chromosome	gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063]	ENSMUST00000072217	Ggt5	23887
ENSMUSG00000024043	451.0813696894095	-0.3471842589235043	0.12785221954155607	1.6277966473923183e-5	0.005637415342249758	17	68149708	68311115	161408	-	Arhgap28	protein_coding	chromosome	Rho GTPase activating protein 28 [Source:MGI Symbol;Acc:MGI:2147003]	ENSMUST00000024840	Arhgap28	268970
ENSMUSG00000022972	438.97015338006696	0.2956448292959471	0.10361866954536429	1.645129343941789e-5	0.005637415342249758	16	90722697	90732002	9306	-	Cfap298	protein_coding	chromosome	cilia and flagella associate protien 298 [Source:MGI Symbol;Acc:MGI:1915251]	ENSMUST00000023694	Cfap298	68001
ENSMUSG00000040586	583.0225756510087	0.2697421090063667	0.09164313529024393	1.7151604985027206e-5	0.0056885453541712094	X	165173029	165223700	50672	-	Ofd1	protein_coding	chromosome	OFD1, centriole and centriolar satellite protein [Source:MGI Symbol;Acc:MGI:1350328]	ENSMUST00000049501	Ofd1	237222
ENSMUSG00000076564	69.6914630083388	0.46659218796751323	0.7503962405638097	1.7280820029410234e-5	0.0056885453541712094	6	69741507	69742006	500	-	Igkv12-46	IG_V_gene	chromosome	immunoglobulin kappa variable 12-46 [Source:MGI Symbol;Acc:MGI:4439773]	ENSMUST00000103365	Igkv12-46	"NA"
ENSMUSG00000046470	292.8618068713794	-0.523547173549019	0.28639929673323333	1.7558224057434004e-5	0.0056885453541712094	2	181311629	181313433	1805	-	Sox18	protein_coding	chromosome	SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]	ENSMUST00000054491	Sox18	20672
ENSMUSG00000030519	98.37775661745371	-0.5202362555963163	0.31189000012781515	1.787793728146205e-5	0.005688695793185219	7	64151454	64403626	252173	+	Apba2	protein_coding	chromosome	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:MGI Symbol;Acc:MGI:1261791]	ENSMUST00000032732	Apba2	11784
ENSMUSG00000070576	671.2160787815491	-0.4385054785979255	0.18816735927730172	2.2120591078311504e-5	0.006681268614444854	5	111565228	111604899	39672	+	Mn1	protein_coding	chromosome	meningioma 1 [Source:MGI Symbol;Acc:MGI:1261813]	ENSMUST00000094463	Mn1	433938
ENSMUSG00000002985	12757.354591104648	-0.4785570034145638	0.22523399847424647	2.227480951971775e-5	0.006681268614444854	7	19430034	19433113	3080	-	Apoe	protein_coding	chromosome	apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]	ENSMUST00000174064	Apoe	11816
ENSMUSG00000030254	540.5520139410364	0.3576425068919531	0.13854025413671098	2.2429576199429212e-5	0.006681268614444854	6	112596811	112673647	76837	-	Rad18	protein_coding	chromosome	RAD18 E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1890476]	ENSMUST00000068487	Rad18	58186
ENSMUSG00000040415	670.0981582403972	-0.4010871374986256	0.16333087060100823	2.2497116385133354e-5	0.006681268614444854	10	127026247	127031597	5351	-	Dtx3	protein_coding	chromosome	deltex 3, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2135752]	ENSMUST00000116229	Dtx3	80904
ENSMUSG00000002625	961.2934384471995	-0.3722968009065391	0.14758556438339818	2.362673787758906e-5	0.006901718725258352	17	32540398	32569581	29184	-	Akap8l	protein_coding	chromosome	A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]	ENSMUST00000050214	Akap8l	54194
ENSMUSG00000021219	66.88238474293887	-0.47774438738098274	0.24209967917743344	2.7510652246954905e-5	0.007906650199814345	12	82635066	83208830	573765	+	Rgs6	protein_coding	chromosome	regulator of G-protein signaling 6 [Source:MGI Symbol;Acc:MGI:1354730]	ENSMUST00000191107	Rgs6	50779
ENSMUSG00000024299	613.4801319329646	-0.4602186709732136	0.2296893613518373	3.207549803348734e-5	0.009072274594582713	17	33743178	33772756	29579	+	Adamts10	protein_coding	chromosome	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]	ENSMUST00000087623	Adamts10	224697
ENSMUSG00000031843	480.67923700106905	0.302895568540288	0.11671115659032806	3.5346988775365957e-5	0.009841374890441344	8	118518384	118528682	10299	-	Mphosph6	protein_coding	chromosome	M phase phosphoprotein 6 [Source:MGI Symbol;Acc:MGI:1915783]	ENSMUST00000034303	Mphosph6	68533
ENSMUSG00000021930	719.0516400848969	0.2131148115570336	0.06831689293846757	3.6071653890019836e-5	0.009888627702557898	14	61769442	61794335	24894	-	Spryd7	protein_coding	chromosome	SPRY domain containing 7 [Source:MGI Symbol;Acc:MGI:1913924]	ENSMUST00000022497	Spryd7	66674
ENSMUSG00000040675	1076.6101350402769	0.3779679954779015	0.16233967846758451	3.736854451521485e-5	0.010088447952025785	10	3923118	4117081	193964	+	Mthfd1l	protein_coding	chromosome	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]	ENSMUST00000120585	Mthfd1l	270685
ENSMUSG00000053797	25.04279135502687	0.33019104821974404	0.46892658568678675	3.793288135056555e-5	0.010088447952025785	11	100136917	100139728	2812	-	Krt16	protein_coding	chromosome	keratin 16 [Source:MGI Symbol;Acc:MGI:96690]	ENSMUST00000007280	Krt16	16666
ENSMUSG00000028568	1774.2357078479938	0.1963576939089454	0.060211930660203854	3.92788788990988e-5	0.010292799163280023	4	108671492	108690811	19320	-	Btf3l4	protein_coding	chromosome	basic transcription factor 3-like 4 [Source:MGI Symbol;Acc:MGI:1915312]	ENSMUST00000102742	Btf3l4	70533
ENSMUSG00000044548	228.98174388069384	-0.46185580986743263	0.26506059976770374	3.987409203759288e-5	0.010297339797360397	12	71356658	71366881	10224	+	Dact1	protein_coding	chromosome	dishevelled-binding antagonist of beta-catenin 1 [Source:MGI Symbol;Acc:MGI:1891740]	ENSMUST00000150639	Dact1	59036
ENSMUSG00000049907	261.67574034618946	-0.45669915509237846	0.25916927799469813	4.2239334061528684e-5	0.01057526409526817	5	74355947	74360142	4196	+	Rasl11b	protein_coding	chromosome	RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]	ENSMUST00000051937	Rasl11b	68939
ENSMUSG00000027099	1580.1691729961158	0.2506653512697646	0.09016875615353857	4.2426250761126446e-5	0.01057526409526817	2	74656147	74708775	52629	+	Mtx2	protein_coding	chromosome	metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652]	ENSMUST00000028511	Mtx2	53375
ENSMUSG00000070392	700.1924994893195	-0.3728244216024979	0.1626561318894172	4.273073768782245e-5	0.01057526409526817	3	96152870	96155825	2956	+	Gm20634	lncRNA	chromosome	predicted gene 20634 [Source:MGI Symbol;Acc:MGI:5313081]	ENSMUST00000090779	Gm20634	"NA"
ENSMUSG00000022369	469.826442980284	0.3637970626047103	0.16138756337657614	5.090868551831935e-5	0.01214856082674403	15	55420804	55489819	69016	+	Mtbp	protein_coding	chromosome	Mdm2, transformed 3T3 cell double minute p53 binding protein [Source:MGI Symbol;Acc:MGI:2146005]	ENSMUST00000022998	Mtbp	105837
ENSMUSG00000028689	212.2415016424246	-0.3152834285549857	0.1297531643851709	5.095477579748847e-5	0.01214856082674403	4	116565706	116608403	42698	+	Ccdc163	protein_coding	chromosome	coiled-coil domain containing 163 [Source:MGI Symbol;Acc:MGI:1915644]	ENSMUST00000106464	Ccdc163	68394
ENSMUSG00000028782	50.97765581134218	-0.39547804765060685	0.338577031093195	5.113317593612449e-5	0.01214856082674403	4	129878663	129916426	37764	+	Adgrb2	protein_coding	chromosome	adhesion G protein-coupled receptor B2 [Source:MGI Symbol;Acc:MGI:2451244]	ENSMUST00000030571	Adgrb2	230775
ENSMUSG00000044313	132.03208063152832	0.2917419358755115	0.44117217056478814	5.326859599526339e-5	0.012189475659501044	3	101720392	101756275	35884	-	Mab21l3	protein_coding	chromosome	mab-21-like 3 [Source:MGI Symbol;Acc:MGI:2446273]	ENSMUST00000061831	Mab21l3	242125
ENSMUSG00000042684	184.37411199561328	-0.44102905181641344	0.2760220205714957	5.3477530521284153e-05	0.012189475659501044	1	153378761	153425791	47031	-	Npl	protein_coding	chromosome	N-acetylneuraminate pyruvate lyase [Source:MGI Symbol;Acc:MGI:1921341]	ENSMUST00000041874	Npl	74091
ENSMUSG00000014361	830.2868233261321	-0.41046939334094473	0.20526117052470796	5.4596314491605986e-5	0.012189475659501044	2	128540876	128644814	103939	+	Mertk	protein_coding	chromosome	MER proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]	ENSMUST00000014505	Mertk	17289
ENSMUSG00000054675	1452.5005032894524	-0.3679928130445646	0.16668235727404995	5.465222722565409e-5	0.012189475659501044	5	113931790	113938577	6788	-	Tmem119	protein_coding	chromosome	transmembrane protein 119 [Source:MGI Symbol;Acc:MGI:2385228]	ENSMUST00000067853	Tmem119	231633
ENSMUSG00000031262	494.3942449406842	0.37068836867208255	0.16879723272213176	5.472574514619695e-5	0.012189475659501044	X	133208833	133263388	54556	+	Cenpi	protein_coding	chromosome	centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]	ENSMUST00000081064	Cenpi	102920
ENSMUSG00000089715	2523.739955749326	-0.27817540933312596	0.10949377102893383	5.73025595250958e-5	0.01245425463989757	15	79708097	79718889	10793	-	Cbx6	protein_coding	chromosome	chromobox 6 [Source:MGI Symbol;Acc:MGI:3512628]	ENSMUST00000109627	Cbx6	494448
ENSMUSG00000072676	1484.2577928722178	0.2413480505876394	0.08781876369416326	5.731235649989342e-5	0.01245425463989757	14	25923724	25928096	4373	-	Tmem254a	protein_coding	chromosome	transmembrane protein 254a [Source:MGI Symbol;Acc:MGI:1196450]	ENSMUST00000100811	Tmem254a	66039
ENSMUSG00000066687	530.3441049400093	-0.2700549769307212	0.49806718241999026	5.932494293890739e-5	0.01273627901479989	9	48565597	48747522	181926	-	Zbtb16	protein_coding	chromosome	zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222]	ENSMUST00000093852	Zbtb16	235320
ENSMUSG00000108037	176.11468755035835	-0.42960818033345716	0.259003251789564	6.269930863534276e-5	0.013300464054442532	6	125016779	125028505	11727	+	Gm44597	lncRNA	chromosome	predicted gene 44597 [Source:MGI Symbol;Acc:MGI:5753173]	ENSMUST00000203287	Gm44597	"NA"
ENSMUSG00000020061	39.729059418584534	-0.2652568158483976	0.5966798725501372	6.538362777485018e-5	0.013548215653934817	10	88354141	88441014	86874	-	Mybpc1	protein_coding	chromosome	myosin binding protein C, slow-type [Source:MGI Symbol;Acc:MGI:1336213]	ENSMUST00000238199	Mybpc1	109272
ENSMUSG00000030725	539.1485070729192	0.4240141427708689	0.24564772610182536	6.538787509054347e-5	0.013548215653934817	7	99808484	99810572	2089	+	Lipt2	protein_coding	chromosome	lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1914414]	ENSMUST00000032967	Lipt2	67164
ENSMUSG00000090015	43.12697464946955	0.42736542369589786	1.173336999343459	6.73214899012401e-5	0.013700818822845622	5	110071266	110091802	20537	+	Gm15446	protein_coding	chromosome	predicted gene 15446 [Source:MGI Symbol;Acc:MGI:3709333]	ENSMUST00000112544	Gm15446	100642166
ENSMUSG00000002496	2478.2234995873505	-0.19933498255698578	0.0650281214476566	6.766216153602417e-5	0.013700818822845622	17	24814790	24851604	36815	-	Tsc2	protein_coding	chromosome	TSC complex subunit 2 [Source:MGI Symbol;Acc:MGI:102548]	ENSMUST00000227745	Tsc2	22084
ENSMUSG00000059668	1062.1802384094253	0.4566163564333491	1.2732321224194327	7.177570634355599e-5	0.01437046417231263	15	101826970	101833170	6201	-	Krt4	protein_coding	chromosome	keratin 4 [Source:MGI Symbol;Acc:MGI:96701]	ENSMUST00000023797	Krt4	16682
ENSMUSG00000027875	2501.3932585593643	-0.3634356617545949	0.32289643019841885	7.850751277054419e-5	0.015437931108483075	3	98187751	98218054	30304	+	Hmgcs2	protein_coding	chromosome	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]	ENSMUST00000090746	Hmgcs2	15360
