gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	seqnames	start	end	width	strand	gene_name	gene_biotype	seq_coord_system	description	canonical_transcript	symbol	entrezid
ENSMUSG00000044313	124.86401938516572	1.547379539131201	0.48715498268681956	1.2489108755600637e-6	0.001970677285727484	3	101720392	101756275	35884	-	Mab21l3	protein_coding	chromosome	mab-21-like 3 [Source:MGI Symbol;Acc:MGI:2446273]	ENSMUST00000061831	Mab21l3	242125
ENSMUSG00000027875	2930.934131033308	-1.3627859651474774	0.4119091650776662	1.7382622340427336e-6	0.002429879751910253	3	98187751	98218054	30304	+	Hmgcs2	protein_coding	chromosome	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]	ENSMUST00000090746	Hmgcs2	15360
ENSMUSG00000097416	28.978106332252327	1.2776666295376629	0.3818811012828852	1.8916617706805292e-6	0.002429879751910253	1	191718793	191722099	3307	-	Gm26670	lncRNA	chromosome	predicted gene, 26670 [Source:MGI Symbol;Acc:MGI:5477164]	ENSMUST00000180429	Gm26670	"NA"
ENSMUSG00000086427	1424.7466393670115	-0.34565346886305043	0.1246917988744746	1.9726583294668415e-6	0.002429879751910253	6	52221373	52226779	5407	+	Hoxa11os	lncRNA	chromosome	homeobox A11, opposite strand [Source:MGI Symbol;Acc:MGI:107208]	ENSMUST00000156515	Hoxa11os	15397
ENSMUSG00000063200	1467.521542571553	0.21758766009398664	0.05417362151421186	2.053238765807449e-6	0.002429879751910253	13	43551866	43560573	8708	+	Nol7	protein_coding	chromosome	nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]	ENSMUST00000071926	Nol7	70078
ENSMUSG00000103032	40.880099300762616	-0.8900262987236824	0.2930666449740672	2.7197374966194695e-6	0.0029499344075162573	1	62848461	62851016	2556	+	Gm37121	TEC	chromosome	predicted gene, 37121 [Source:MGI Symbol;Acc:MGI:5610349]	ENSMUST00000192219	Gm37121	"NA"
ENSMUSG00000034771	109.59358558826125	-0.908153211082261	0.29832170070136776	2.804268251137715e-6	0.0029499344075162573	10	81410395	81426679	16285	+	Tle2	protein_coding	chromosome	transducin-like enhancer of split 2 [Source:MGI Symbol;Acc:MGI:104635]	ENSMUST00000146358	Tle2	21886
ENSMUSG00000069301	1369.866584233463	0.4874365255431388	0.20227159030936337	3.1987710711453474e-6	0.003098009821507001	13	22226630	22227114	485	-	H2ac11	protein_coding	chromosome	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]	ENSMUST00000091741	H2ac11	319167
ENSMUSG00000024186	106.4637468758316	-1.066310061713564	0.34644766923323467	3.2722575352595735e-6	0.003098009821507001	17	26421925	26430298	8374	+	Rgs11	protein_coding	chromosome	regulator of G-protein signaling 11 [Source:MGI Symbol;Acc:MGI:1354739]	ENSMUST00000025020	Rgs11	50782
ENSMUSG00000021250	5361.261528400121	1.0011776784187165	0.33920491877532905	3.935640510356414e-6	0.003548635860171367	12	85520664	85524047	3384	+	Fos	protein_coding	chromosome	FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]	ENSMUST00000021674	Fos	14281
ENSMUSG00000057113	12401.161688362095	0.269197413731625	0.08322063939378697	4.44731519764133e-6	0.0038277233303335716	11	33102287	33113206	10920	-	Npm1	protein_coding	chromosome	nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]	ENSMUST00000075641	Npm1	18148
ENSMUSG00000028959	1449.6863215124085	-0.2633025840545407	0.08032595325222183	4.893864268672429e-6	0.004028926953361411	5	24643438	24650285	6848	-	Fastk	protein_coding	chromosome	Fas-activated serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1913837]	ENSMUST00000030800	Fastk	66587
ENSMUSG00000106634	142.61504877357027	1.3817951582881327	0.5892365806147682	5.3905499899709e-6	0.0042529193358374585	5	59727045	59731585	4541	-	Gm43042	lncRNA	chromosome	predicted gene 43042 [Source:MGI Symbol;Acc:MGI:5663179]	ENSMUST00000198676	Gm43042	"NA"
ENSMUSG00000036371	12824.91322447856	0.2635022828952006	0.08172700108822105	5.732341351916538e-6	0.004294694349993421	6	67215160	67274720	59561	+	Serbp1	protein_coding	chromosome	serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]	ENSMUST00000042990	Serbp1	66870
ENSMUSG00000039304	974.4817578072779	1.1221020768419674	0.41685765490803584	6.203274003714498e-6	0.004294694349993421	3	27371177	27396576	25400	+	Tnfsf10	protein_coding	chromosome	tumor necrosis factor (ligand) superfamily, member 10 [Source:MGI Symbol;Acc:MGI:107414]	ENSMUST00000046383	Tnfsf10	22035
ENSMUSG00000029095	106.0961140378022	-0.833691751226689	0.3224892710359009	6.319519477132414e-6	0.004294694349993421	5	35915224	36042317	127094	+	Ablim2	protein_coding	chromosome	actin-binding LIM protein 2 [Source:MGI Symbol;Acc:MGI:2385758]	ENSMUST00000129347	Ablim2	231148
ENSMUSG00000020926	98.89781089835148	-1.1238243222056041	0.4221888220038105	6.490900615375137e-6	0.004294694349993421	11	102652265	102671088	18824	+	Adam11	protein_coding	chromosome	a disintegrin and metallopeptidase domain 11 [Source:MGI Symbol;Acc:MGI:1098667]	ENSMUST00000068150	Adam11	11488
ENSMUSG00000052353	1262.8858990977471	1.1721191644396738	0.44788348873777817	6.577561983090004e-6	0.004294694349993421	7	83582065	83735710	153646	-	Cemip	protein_coding	chromosome	cell migration inducing protein, hyaluronan binding [Source:MGI Symbol;Acc:MGI:2443629]	ENSMUST00000064174	Cemip	80982
ENSMUSG00000000202	37.71741297579439	1.1602134677781333	0.46481800552079633	7.95766349819718e-6	0.004881537893555161	11	114682043	114686771	4729	-	Btbd17	protein_coding	chromosome	BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]	ENSMUST00000000206	Btbd17	72014
ENSMUSG00000066687	481.79759765067257	-1.3279459315662847	0.6621946251789107	8.384625353584374e-6	0.004881537893555161	9	48565597	48747522	181926	-	Zbtb16	protein_coding	chromosome	zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222]	ENSMUST00000093852	Zbtb16	235320
ENSMUSG00000102975	28.64209132877176	1.3218744420459472	1.0431954664964804	8.507079221641473e-6	0.004881537893555161	1	40127671	40130741	3071	+	Gm37347	TEC	chromosome	predicted gene, 37347 [Source:MGI Symbol;Acc:MGI:5610575]	ENSMUST00000193969	Gm37347	"NA"
ENSMUSG00000040712	960.4332134507775	-0.4156478543554278	0.19204140872699993	8.507565380898882e-6	0.004881537893555161	11	70560289	70578931	18643	-	Camta2	protein_coding	chromosome	calmodulin binding transcription activator 2 [Source:MGI Symbol;Acc:MGI:2135957]	ENSMUST00000036299	Camta2	216874
ENSMUSG00000105909	49.53300804604364	-1.2167014266378842	0.5299177697919751	9.233533135231347e-6	0.005006079977186614	3	98194304	98197372	3069	+	Gm43189	lncRNA	chromosome	predicted gene 43189 [Source:MGI Symbol;Acc:MGI:5663326]	ENSMUST00000196040	Gm43189	"NA"
ENSMUSG00000039860	8.849653991457622	-1.2892304072891172	1.065348962298566	9.253382582600026e-6	0.005006079977186614	5	135835744	135903626	67883	+	Srrm3	protein_coding	chromosome	serine/arginine repetitive matrix 3 [Source:MGI Symbol;Acc:MGI:1920309]	ENSMUST00000144211	Srrm3	58212
ENSMUSG00000027399	87.46752181238678	1.2858345528439352	0.6859277134515647	1.0499156449586944e-5	0.0055222646492480215	2	129141530	129151892	10363	-	Il1a	protein_coding	chromosome	interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]	ENSMUST00000028882	Il1a	16175
ENSMUSG00000048915	149.62620594768413	-0.6519974869076341	0.314134941002006	1.4777036365581969e-5	0.0074790628889958	17	62911179	63188312	277134	-	Efna5	protein_coding	chromosome	ephrin A5 [Source:MGI Symbol;Acc:MGI:107444]	ENSMUST00000076840	Efna5	13640
ENSMUSG00000071516	840.9619613487455	0.6400606932415025	0.3105685304728804	1.5009473978444172e-5	0.0074790628889958	13	21900592	21900984	393	+	H2ac13	protein_coding	chromosome	H2A clustered histone 13 [Source:MGI Symbol;Acc:MGI:2448457]	ENSMUST00000070124	H2ac13	319191
ENSMUSG00000032397	516.1921892710551	0.3672665481994255	0.17600538237053703	1.5473473401084337e-5	0.007512569714090562	9	64188863	64212706	23844	+	Tipin	protein_coding	chromosome	timeless interacting protein [Source:MGI Symbol;Acc:MGI:1921571]	ENSMUST00000216594	Tipin	66131
ENSMUSG00000031438	6912.276543661399	0.3131434418518446	0.13530686040555268	1.697836654442235e-5	0.008031132342469632	X	138464065	138573894	109830	+	Rnf128	protein_coding	chromosome	ring finger protein 128 [Source:MGI Symbol;Acc:MGI:1914139]	ENSMUST00000113026	Rnf128	66889
ENSMUSG00000032609	340.0886319792332	-0.5095704386492929	0.26277570455003657	1.7389829735476892e-5	0.008031132342469632	9	108324835	108338780	13946	-	Klhdc8b	protein_coding	chromosome	kelch domain containing 8B [Source:MGI Symbol;Acc:MGI:1925517]	ENSMUST00000193286	Klhdc8b	78267
ENSMUSG00000022972	437.7018613718884	0.2816218252786267	0.1092814883112446	1.8639917978103118e-5	0.008403496355128156	16	90722697	90732002	9306	-	Cfap298	protein_coding	chromosome	cilia and flagella associate protien 298 [Source:MGI Symbol;Acc:MGI:1915251]	ENSMUST00000023694	Cfap298	68001
ENSMUSG00000097195	844.4026634781939	0.2719735903708814	0.1015886836672474	1.9571474540312792e-5	0.008469703160158435	9	88377321	88405615	28295	-	Snhg5	lncRNA	chromosome	small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]	ENSMUST00000239253	Snhg5	"NA"
ENSMUSG00000042010	539.9340025958845	-0.6619989433524446	0.33436170353806755	1.9692703324413704e-5	0.008469703160158435	5	114284596	114388822	104227	+	Acacb	protein_coding	chromosome	acetyl-Coenzyme A carboxylase beta [Source:MGI Symbol;Acc:MGI:2140940]	ENSMUST00000102582	Acacb	100705
ENSMUSG00000028524	135.5360720796032	-0.8210833320426685	0.40242130522559716	2.0511516840356602e-5	0.008469703160158435	4	102598494	102830825	232332	+	Sgip1	protein_coding	chromosome	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1920344]	ENSMUST00000106882	Sgip1	73094
ENSMUSG00000054405	1948.8309589715006	0.21715577314018586	0.06412628126455525	2.0575988664763032e-5	0.008469703160158435	4	132262861	132281053	18193	+	Dnajc8	protein_coding	chromosome	DnaJ heat shock protein family (Hsp40) member C8 [Source:MGI Symbol;Acc:MGI:1915848]	ENSMUST00000094657	Dnajc8	68598
ENSMUSG00000033166	1268.643697622961	0.2569420767833062	0.09030590405738811	2.1563069660218684e-5	0.00868716434077108	14	99312642	99337206	24565	-	Dis3	protein_coding	chromosome	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:MGI Symbol;Acc:MGI:1919912]	ENSMUST00000042471	Dis3	72662
ENSMUSG00000055408	378.2339136170534	-0.6834432409913265	0.3513494808627696	2.2378991835677206e-5	0.008828046050178081	6	52239760	52244588	4829	+	Hottip	lncRNA	chromosome	Hoxa distal transcript antisense RNA [Source:MGI Symbol;Acc:MGI:3642509]	ENSMUST00000141300	Hottip	791364
ENSMUSG00000021149	2204.4805981411546	0.23077537904978515	0.07273137471942467	2.3891255158502226e-5	0.009232263600535503	13	9016367	9046119	29753	-	Gtpbp4	protein_coding	chromosome	GTP binding protein 4 [Source:MGI Symbol;Acc:MGI:1916487]	ENSMUST00000222098	Gtpbp4	69237
ENSMUSG00000035818	126.98695316820688	1.089320542737943	0.720073574168526	2.5025983318918676e-5	0.009477339882874502	19	56450072	56475184	25113	+	Plekhs1	protein_coding	chromosome	pleckstrin homology domain containing, family S member 1 [Source:MGI Symbol;Acc:MGI:2443041]	ENSMUST00000039666	Plekhs1	226245
ENSMUSG00000006715	504.4709260073631	0.25933287863781	0.09557028057014588	2.7677283222268557e-5	0.010142394546889793	13	24935828	24945906	10079	-	Gmnn	protein_coding	chromosome	geminin [Source:MGI Symbol;Acc:MGI:1927344]	ENSMUST00000006898	Gmnn	57441
ENSMUSG00000020677	1322.9758932389534	0.20291893595470378	0.05891143763980275	2.7992638251672937e-5	0.010142394546889793	11	83832888	83853914	21027	+	Ddx52	protein_coding	chromosome	DExD box helicase 52 [Source:MGI Symbol;Acc:MGI:1925644]	ENSMUST00000049257	Ddx52	78394
ENSMUSG00000031722	165.31681786615337	1.0382146133825094	0.7821101981385434	2.9106761546089833e-5	0.010142394546889793	8	110301760	110305804	4045	-	Hp	protein_coding	chromosome	haptoglobin [Source:MGI Symbol;Acc:MGI:96211]	ENSMUST00000074898	Hp	15439
ENSMUSG00000033763	647.0621522159306	-0.43217639250785533	0.2399568740474082	2.925076561806157e-5	0.010142394546889793	8	111448108	111468032	19925	+	Mtss2	protein_coding	chromosome	MTSS I-BAR domain containing 2 [Source:MGI Symbol;Acc:MGI:3039591]	ENSMUST00000052457	Mtss2	244654
ENSMUSG00000038894	1546.0451772217386	-0.3485927150008098	0.17888150093194938	2.9460348565035047e-5	0.010142394546889793	8	11034681	11058458	23778	-	Irs2	protein_coding	chromosome	insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]	ENSMUST00000040514	Irs2	384783
ENSMUSG00000028560	2473.2145101939477	0.2614425914739882	0.09907404180370004	3.0914413482351964e-5	0.010452936058720257	4	98812047	98823780	11734	+	Usp1	protein_coding	chromosome	ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]	ENSMUST00000030289	Usp1	230484
ENSMUSG00000028175	652.5949735206552	0.33605936021650024	0.1716084008629656	3.324959782526099e-5	0.011045283067040645	3	159201070	159235592	34523	+	Depdc1a	protein_coding	chromosome	DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381]	ENSMUST00000120272	Depdc1a	76131
ENSMUSG00000068882	3950.061520214109	0.2387651256797028	0.08187560199696445	3.5724936682023874e-5	0.011584668410789953	2	69691906	69702190	10285	+	Ssb	protein_coding	chromosome	Sjogren syndrome antigen B [Source:MGI Symbol;Acc:MGI:98423]	ENSMUST00000166411	Ssb	20823
ENSMUSG00000038510	603.4142583452362	0.2347289155349398	0.07900087961471068	3.6096933521869935e-5	0.011584668410789953	10	40099242	40123032	23791	-	Rpf2	protein_coding	chromosome	ribosome production factor 2 homolog [Source:MGI Symbol;Acc:MGI:1914489]	ENSMUST00000183309	Rpf2	67239
ENSMUSG00000024958	617.0810343570965	-0.25160687336502524	0.09325320046155207	3.800881668948037e-5	0.011994949066921846	19	6915425	6919848	4424	-	Gpr137	protein_coding	chromosome	G protein-coupled receptor 137 [Source:MGI Symbol;Acc:MGI:2147529]	ENSMUST00000166115	Gpr137	107173
ENSMUSG00000005846	2637.3982108040427	0.2381914831666444	0.08277885563350988	4.0357056466546235e-5	0.01252722728186972	16	11010834	11021195	10362	-	Rsl1d1	protein_coding	chromosome	ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659]	ENSMUST00000119953	Rsl1d1	66409
ENSMUSG00000040543	289.28854722248474	-0.44879895086144256	0.2661840685528914	4.1969896574684616e-5	0.012817741800671825	11	71938354	72026604	88251	-	Pitpnm3	protein_coding	chromosome	PITPNM family member 3 [Source:MGI Symbol;Acc:MGI:2685726]	ENSMUST00000075258	Pitpnm3	327958
ENSMUSG00000029380	255.2318180905486	0.9461333200471762	0.6781813724328208	4.530641051896575e-5	0.013617093383755816	5	91039100	91040974	1875	+	Cxcl1	protein_coding	chromosome	chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]	ENSMUST00000031327	Cxcl1	14825
ENSMUSG00000041859	1991.2538762273855	0.26456536692439825	0.10915177826258499	4.648917969275269e-5	0.013754259648160502	1	20873192	20890536	17345	-	Mcm3	protein_coding	chromosome	minichromosome maintenance complex component 3 [Source:MGI Symbol;Acc:MGI:101845]	ENSMUST00000053266	Mcm3	17215
ENSMUSG00000010760	163.050003124777	0.4824122558752002	0.2948695923002133	4.793307352258923e-5	0.013963273033080417	7	143055282	143056887	1606	-	Phlda2	protein_coding	chromosome	pleckstrin homology like domain, family A, member 2 [Source:MGI Symbol;Acc:MGI:1202307]	ENSMUST00000010904	Phlda2	22113
ENSMUSG00000030224	4473.528612613311	0.21905294810045714	0.07122691551895885	4.931055109428108e-5	0.014019180408226051	6	137712076	137728930	16855	+	Strap	protein_coding	chromosome	serine/threonine kinase receptor associated protein [Source:MGI Symbol;Acc:MGI:1329037]	ENSMUST00000064910	Strap	20901
ENSMUSG00000030726	1925.0698323701545	0.2330010736821919	0.081056461159324	4.960576114872698e-5	0.014019180408226051	7	99731318	99770772	39455	-	Pold3	protein_coding	chromosome	polymerase (DNA-directed), delta 3, accessory subunit [Source:MGI Symbol;Acc:MGI:1915217]	ENSMUST00000032969	Pold3	67967
ENSMUSG00000103885	35.49216958189456	-0.8156700689061357	0.5122583270918095	5.095859481640784e-5	0.014033649066700935	2	14712476	14715149	2674	+	Gm37006	TEC	chromosome	predicted gene, 37006 [Source:MGI Symbol;Acc:MGI:5610234]	ENSMUST00000195253	Gm37006	"NA"
ENSMUSG00000049539	3193.2905278564695	0.27053714680951907	0.11742217825634761	5.113925458686901e-5	0.014033649066700935	13	23947649	23948389	741	+	H1f1	protein_coding	chromosome	H1.1 linker histone, cluster member [Source:MGI Symbol;Acc:MGI:1931523]	ENSMUST00000055770	H1f1	80838
ENSMUSG00000032113	333.0294480732063	0.2985404359768013	0.14822117706270665	5.236382035472387e-5	0.014164413405952807	9	36619778	36638361	18584	-	Chek1	protein_coding	chromosome	checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]	ENSMUST00000172702	Chek1	12649
ENSMUSG00000040675	1032.436493435307	0.2999997882100829	0.15643818189686778	6.535291794867678e-5	0.01742897889236894	10	3923118	4117081	193964	+	Mthfd1l	protein_coding	chromosome	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]	ENSMUST00000120585	Mthfd1l	270685
ENSMUSG00000030725	524.2424860277275	0.43816505479513407	0.28278574767240383	6.758888794090494e-5	0.017504691027870473	7	99808484	99810572	2089	+	Lipt2	protein_coding	chromosome	lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1914414]	ENSMUST00000032967	Lipt2	67164
ENSMUSG00000021115	911.9915488460823	0.25886719600193553	0.11099620592142863	6.839446446084549e-5	0.017504691027870473	12	105976487	106043685	67199	+	Vrk1	protein_coding	chromosome	vaccinia related kinase 1 [Source:MGI Symbol;Acc:MGI:1261847]	ENSMUST00000220629	Vrk1	22367
ENSMUSG00000026068	142.35663679848733	0.7600415185903149	0.5164290439931579	6.841019995048402e-5	0.017504691027870473	1	40554522	40590865	36344	+	Il18rap	protein_coding	chromosome	interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]	ENSMUST00000027237	Il18rap	16174
ENSMUSG00000097336	293.1466463590263	-0.3916759804947413	0.2470378917978594	6.94423946064486e-5	0.017531889891641388	8	121781621	121809849	28229	-	Fendrr	lncRNA	chromosome	Foxf1 adjacent non-coding developmental regulatory RNA [Source:MGI Symbol;Acc:MGI:1916040]	ENSMUST00000182264	Fendrr	68790
ENSMUSG00000056054	120.82509027831415	0.7272403651667315	0.8088087401555225	7.298472786591643e-5	0.018183760817646416	3	90576285	90577342	1058	+	S100a8	protein_coding	chromosome	S100 calcium binding protein A8 (calgranulin A) [Source:MGI Symbol;Acc:MGI:88244]	ENSMUST00000069927	S100a8	20201
ENSMUSG00000031430	950.6097383276772	0.4690878040884755	0.3124235864388136	7.537801804673207e-5	0.018211638584653408	X	139808357	139840221	31865	+	Vsig1	protein_coding	chromosome	V-set and immunoglobulin domain containing 1 [Source:MGI Symbol;Acc:MGI:1926039]	ENSMUST00000033806	Vsig1	78789
ENSMUSG00000025860	6354.712401504042	0.399361779349222	0.257711855615328	7.558627145030747e-5	0.018211638584653408	X	41148556	41198533	49978	+	Xiap	protein_coding	chromosome	X-linked inhibitor of apoptosis [Source:MGI Symbol;Acc:MGI:107572]	ENSMUST00000026978	Xiap	11798
ENSMUSG00000049932	2066.6169679611803	0.3360939371117285	0.20011873432961258	7.648873898225049e-5	0.018211638584653408	9	44245991	44247374	1384	+	H2ax	protein_coding	chromosome	H2A.X variant histone [Source:MGI Symbol;Acc:MGI:102688]	ENSMUST00000052686	H2ax	15270
ENSMUSG00000022651	17.048073541626376	0.4966745074661358	0.9122374467805372	7.694381234604027e-5	0.018211638584653408	16	48692984	48694859	1876	+	Retnlg	protein_coding	chromosome	resistin like gamma [Source:MGI Symbol;Acc:MGI:2667763]	ENSMUST00000065666	Retnlg	245195
ENSMUSG00000041057	2659.1666887273536	0.24557735100360403	0.09975678913061246	8.071531147947588e-5	0.018662690456443618	17	71922890	71966026	43137	+	Wdr43	protein_coding	chromosome	WD repeat domain 43 [Source:MGI Symbol;Acc:MGI:1919765]	ENSMUST00000047086	Wdr43	72515
ENSMUSG00000061991	702.7034963269209	0.32576914378144683	0.1917072865023894	8.082073501074079e-5	0.018662690456443618	13	23718076	23718474	399	+	H2ac10	protein_coding	chromosome	H2A clustered histone 10 [Source:MGI Symbol;Acc:MGI:2448309]	ENSMUST00000073261	H2ac10	319173
ENSMUSG00000074195	13203.45493098167	0.7964473372120581	0.6547714745214092	8.410979079440514e-5	0.019188179381832066	3	144616682	144638290	21609	-	Clca4b	protein_coding	chromosome	chloride channel accessory 4B [Source:MGI Symbol;Acc:MGI:2139790]	ENSMUST00000098549	Clca4b	99709
ENSMUSG00000105922	12.981699831795794	-0.6848591193993349	0.7948259858145731	8.519629325794302e-5	0.019204664438561322	5	49273101	49274759	1659	-	Gm42769	TEC	chromosome	predicted gene 42769 [Source:MGI Symbol;Acc:MGI:5662906]	ENSMUST00000198576	Gm42769	"NA"
ENSMUSG00000072770	90.87878712053985	-0.34417763757962283	0.2135596338049156	8.67174134242471e-5	0.01925608357636983	6	125026652	125040230	13579	+	Acrbp	protein_coding	chromosome	proacrosin binding protein [Source:MGI Symbol;Acc:MGI:1859515]	ENSMUST00000088294	Acrbp	54137
ENSMUSG00000006740	18046.640792567734	0.20001812965208607	0.06435234359163164	8.932773085712671e-5	0.01925608357636983	18	6201002	6242174	41173	-	Kif5b	protein_coding	chromosome	kinesin family member 5B [Source:MGI Symbol;Acc:MGI:1098268]	ENSMUST00000025083	Kif5b	16573
ENSMUSG00000026113	942.6305449019967	-0.2118613722274816	0.07167738908794409	8.950308094968406e-5	0.01925608357636983	1	37338946	37449817	110872	+	Inpp4a	protein_coding	chromosome	inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]	ENSMUST00000137266	Inpp4a	269180
ENSMUSG00000076577	228.6983830667272	-0.7142541198193892	0.7655296886426872	9.043735968845872e-5	0.01925608357636983	6	70094045	70094604	560	-	Igkv8-30	IG_V_gene	chromosome	immunoglobulin kappa chain variable 8-30 [Source:MGI Symbol;Acc:MGI:3642250]	ENSMUST00000103378	Igkv8-30	"NA"
ENSMUSG00000053675	95.71414807576046	0.7155731831569451	0.5296234725560856	9.149363425428525e-5	0.01925608357636983	2	120876592	120916322	39731	-	Tgm5	protein_coding	chromosome	transglutaminase 5 [Source:MGI Symbol;Acc:MGI:1921426]	ENSMUST00000028721	Tgm5	74176
ENSMUSG00000020738	5003.504038547385	0.22876646692572647	0.08528533334123295	9.254324267328844e-5	0.01925608357636983	11	115413928	115427102	13175	-	Sumo2	protein_coding	chromosome	small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]	ENSMUST00000153892	Sumo2	170930
ENSMUSG00000109162	11.534947497490702	-0.6953783670761895	0.7684894595558153	9.371664374140165e-5	0.01925608357636983	8	9735829	9740276	4448	-	2900027M19Rik	TEC	chromosome	RIKEN cDNA 2900027M19 gene [Source:MGI Symbol;Acc:MGI:1920130]	ENSMUST00000207411	2900027M19Rik	"NA"
